actionlog.1	{0} reason: {1}
mailboxmgr.4	Package
mailboxmgr.5	Return
mailboxmgr.6	Fee
mailboxmgr.7	Success
mailboxmgr.8	None
mailboxmgr.9	Recipient is a pet.
mailboxmgr.10	You cannot send mail to yourself.
mailboxmgr.11	Inbox is full.
mailboxmgr.12	Outbox is full.
mailboxmgr.13	Recipient has over 10 pending mail.
mailboxmgr.14	Recipient's inbox is full.
mailboxmgr.15	Inadequate fee.
mailboxmgr.16	Send item
mailboxmgr.17	Mail is too long.
mailboxmgr.18	Mail has no content.
mailboxmgr.19	Cannot request fee without an item.
mailboxmgr.20	Item cannot be mailed.
mailboxmgr.21	Asking fee is too high.
mailboxmgr.22	Mail over 30 days old are returned.
mailboxmgr.23	You cannot send mail to other characters on your account.
mailboxmgr.24	The recipient is a pet.
mailboxmgr.25	You cannot send mail to yourself.
mailboxmgr.26	Inbox is full.
mailboxmgr.27	Outbox is full.
mailboxmgr.28	Recipient has over 10 pending mail.
mailboxmgr.29	Recipient's inbox is full.
mailboxmgr.30	Inadequate fee.
mailboxmgr.31	Send item
mailboxmgr.32	Mail is too long.
mailboxmgr.33	Mail has no content.
mailboxmgr.34	Cannot request fee without an item.
mailboxmgr.35	Item cannot be mailed.
mailboxmgr.36	Asking fee is too high.
mailboxmgr.37	Recovered message
mailboxmgr.38	Recovered message
mailboxmgr.39	Mail over 30 days old are returned.
mailboxmgr.40	Lock bank account
mailboxmgr.41	Account blocked
mailboxmgr.42	Administrator mail
mailboxmgr.43	GM mail
makingpromotiontest.1	提出しました。
makingpromotiontest.2	現在の点数: {0}
msg.advplay.recvd_item	今日のアドバンストプレイアイテムをもらいました。
msg.age10potion	10歳の姿になりました。
msg.age17potion	17歳の姿になりました。
msg.agepotion	{0}歳の姿になりました。
msg.arbeit.fail_arbeit	アルバイトを達成できませんでした。
msg.arbeit.fail_homework	宿題を完成できませんでした。
msg.arena.deny_enter	入場できません。
msg.arena.enter_start_one_star	アリーナに入ると星は１個から始まります。
msg.arena.not_enter	入場できません。
msg.arena.out_you_lose	このラウンドで負けてアリーナから出ました。
msg.arena.overtime	プレイ時間が超過している為、アリーナに入ることができません。
msg.arena.query_enter	Do you wish to Enter?
msg.arena.ticket	{0}'s entrance fee is {2} {1}。\n
msg.arena.transform_end	今日はもう変身することができない。\nもうしばらくの後、変身が解除されます。
msg.arena.unable_enter_unmovable	移動できない状態ではアリーナに入場できません。
msg.assemble_buff	モンスターたちのアンサンブル効果が発揮される！
msg.assemble_buff_end	モンスターたちのアンサンブル効果が消えた。
msg.bag.no_bag_in_bag	You cannot have a bag in another bag in another bag in another bag.
msg.bag.no_licence_in_bag	You cannot place your personal license in there.
msg.bag.no_trade_in_bag	Bags cannot be traded.
msg.bank.cannot_load_notmine	You cannot withdraw from this bank account.
msg.bank.cannot_save_notmine	You cannot deposite into this bank account.
msg.bank.cannot_use_in_region	You cannot use this here.
msg.bank.keep_empty_bag	You can only store an empty bag.
msg.bank.no_item_in_inventory	You cannot take this item.
msg.bank.no_keep_item	You cannot store this item.
msg.bank.no_keep_music	You cannot store this item.
msg.bank.no_keep_quest	You cannot store this quest.
msg.bank.no_save_max_money	You cannot deposit any more gold.
msg.bank.no_space_inventory	Insufficient inventory.
msg.bank.no_trade_so_far	You are too far for a transaction.
msg.bank.not_pay_fee	Unable to pay fee.
msg.bank.not_pay_fee01	Unable to pay fee.
msg.bird_gift.ps_shop_opening	{0}は個人商店の見張りをしている間にはアイテムを取りにいくことができない。
msg.birdgift.pet_in_ps_shop	{0}は個人商店の見張りをしている間にはアイテムを取りにいくことができない。
msg.birdgift.test	(テスト) {0}秒後にアイテムの取替えに行く。
msg.body.decrease_lower	Your legs are getting slim.
msg.body.decrease_upper	Your upper body muscles have slimmed.
msg.body.decrease_weight	You lost some weight.
msg.body.increase_lower	Your legs are getting sturdier.
msg.body.increase_upper	Your upper body muscles have bulked up.
msg.body.increase_weight	You gained some weight.
msg.boost_potion	Strengthening potion has worn off.
msg.bossgroup.not_reveal	You cannot use the Fomor Command Scroll here.
msg.bossgroup.repulse	{0} has defeated {2} that appeared in {1}！
msg.bossgroup.reveal_pos	{0} has informed that、{3} will appear in {1} at {2}。
msg.bossgroup.spawn	{1} has appeared in {0}!
msg.bsg.no_ego_in_bag	You cannot place your spirit weapon here.
msg.buffer.decrease	{0:param} {1:value} decrease
msg.buffer.increase	{0:param} {1:value} increase
msg.buffer.recover_msg	{0} recovery speed {1}%
msg.buffer.recover_points	{0} recovery {2} points per {1} second
msg.camp.already_have	You already have another camp set up.
msg.camp.cannot_enter_full	You cannot enter a tent that is full.
msg.camp.caption_name_modified	Tent name changed to {0}.
msg.camp.destroy_msg	Destroy this tent. It will collapse after everyone leaves.
msg.camp.destroy_no_permission	You don't have permission to do that.
msg.camp.destroy_no_permission2	You don't have permission to do that.
msg.camp.destroy_warn_inner	When everyone leaves, the tent will collapse.
msg.camp.destroyed	Camp destroyed.
msg.camp.entered	Entered camp.
msg.camp.increased_heal_rate	Recovery speed increased.
msg.camp.invalid_camp	Camp cannot be moved.
msg.camp.invalid_password	Incorrect password.
msg.camp.name_modified	Camp name changed.
msg.camp.no_permission	You do not have permission to do this.
msg.camp.pw_modified	Camp password changed.
msg.camp.pw_modified_caption	Camp password changed.
msg.camp.pw_no_permission	You do not have permission to do this.
msg.camp.touched_too_far	You are too far from the camp.
msg.camp.unable_region_insuff	Unable to generate camp.
msg.cannot_use_weaken_potion	Drinking this potion is useless.
msg.castle.bid_already	You have bid on this castle.
msg.castle.bid_cancel	Bid was canceled.\n{0}G returned to guild deposit. {1}G
msg.castle.bid_cancel_error	Bid cancelling failed.
msg.castle.bid_end	Bidding has ended.
msg.castle.bid_error	Encountered error.
msg.castle.bid_fail_desc	One guild can only have one castle.
msg.castle.bid_gold	Minimum bid is {0}G.
msg.castle.bid_gold2	Guild currently has {0}G.\nYou cannot withdraw {1}G.
msg.castle.bid_guild_error	Error retrieving guild information.
msg.castle.bid_info	{0}\n\nSuccessful bid.\n{1}G spent.\n{2}G remaining.\n\n结果发表日期\n{3}\n
msg.castle.bid_no_extra_service	Guild is not active.
msg.castle.bid_no_record	No record of castle bid.
msg.castle.bid_not_bidder	No record of castle bid.
msg.castle.bid_not_bidder2	No record of castle bid.
msg.castle.bid_not_bidder3	No record of castle bid.
msg.castle.bid_not_guildmaster	Only a guild can bid.
msg.castle.bid_not_guildmaster2	Only the guild master can bid.
msg.castle.bid_winner	[{0}] guild has become the owner of {2} for {1}G.
msg.castle.bid_winner2	[{0}] guild has become the owner of {2} for {1}G.
msg.castle.build_building	[{0}]ギルドが{1}の{2}段階建設のための資材収集を完了しました。建設を始めます。
msg.castle.build_building2	[{0}]ギルドが{1}の{2}段階建設のための資材収集を完了しました。建設を始めます。
msg.castle.build_complete	[{0}]ギルドが{1}を完成させました。
msg.castle.build_complete2	[{0}]ギルドが{1}を完成させました。
msg.castle.build_fail	[{0}]ギルドが{1}の建設に失敗しました。
msg.castle.build_preparing	[{0}]ギルドが{1}の{2}段階建設のための資材収集を始めました。
msg.castle.build_resource	お城の建設材料として{0} {1}個を寄付しました。
msg.castle.destroyed	城が崩れたため、脱出しました。
msg.castle.guild_error	ギルドの情報が見つかりません。同じ問題が続く場合は不具合掲示板に報告してください。
msg.castle.guild_not_usable	ギルドが現在、活動している状態ではありません。
msg.castle.guild_not_usable2	ギルドが現在、活動している状態ではありません。
msg.castle.no_authority_move_gold	ゴールドを移す権限がありません。
msg.castle.no_authority_move_gold2	ゴールドを移す権限がありません。
msg.castle.not_bidding	この城は現在、入札中ではありません。
msg.castle_notbuilt	城はまだ完成されていません。
msg.channel.unavailable	This Server Channel is unavailable
msg.channel_event.resume	Event has been resumed.
msg.channel_event.start	Event has started.
msg.channel_event.stop	Event has ended.
msg.char.exp.not_gain	(Weak Monster) +0 Experience
msg.character.cannot_use_item_in_region	You cannot use this item here.
msg.character.drop_item_and_goto_ruin	Drop an item into the ruins.
msg.character.explo_ruin_exp	Relic exploration +{0} Experience
msg.character.require_key_exploquest	You must complete an expedition quest in order to reach the next level.
msg.character.respawn_by_char	Resurrected by {0}.
msg.character.respawn_by_pet	Resurrected by {0}.
msg.chat.cur_state_disable_whisper	Whispers are disabled.
msg.chat.cur_state_enable_whisper	Whispers are enabled.
msg.chat.disable_state_whisper	Whispers disabled.
msg.chat.enable_state_whisper	Whispers enabled.
msg.chat.guild_master_change	Changed guild master.
msg.chat.guild_master_only_use	Only the guild master may use this function.
msg.chat.not_find_char	対象のキャラクターが見つかりません。
msg.chat.whisper_refusal	相手はささやきを拒否している状態です。
msg.combat.lack_attack_no_stamina	You are too exhausted to attack.
msg.combat.magazine.decrease00	You have {0} arrows left.|
msg.combat.magazine.decrease01	You are running out of arrows.|
msg.combat.magazine.decrease02	You have {0} arrows left.
msg.combat.no_attack_invalid_object	Invalid Attack Move.
msg.combat.no_attack_no_stamina	You are too exhausted to attack.
msg.combat.no_attack_no_target	You cannot attack.
msg.combat.rise_damage_gauntlet	スネークガントレットの影響でダメージが大幅アップ！
msg.combat.undead_immune	This attack is ineffective!|You may need a different weapon!
msg.command.condition.clear_info	Condition has been cleared.
msg.command.condition.info	Condition status： {0}
msg.command.help	Mabinogi help commands :\n\t\t\t\t\t\t\t\nadd_item， add_quest， announce， alloc_zone， free_zone      \nalloc_dungeon， free_dungeon， revive， server_state         \nset_body， set_condition， set_face， set_hair， set_inventory\nset_npc_flag， set_skill， set_title， move， sets_login_max  \nshop， shutdown， resume， worldprop                         
msg.command.help_title	GM Help Message\nGM Commands!
msg.command.login_max.all_channel_changed	Channel capacity is {0}.\n
msg.command.login_max.channel_status	Server capacity is at {0}/{1}
msg.command.login_max.local_channel_changed	Server capacity raised from {0} to {1}.\n
msg.command.move.lower_auth	You have lower authority.
msg.command.resume.accept_msg	Server starts in {0} seconds.
msg.command.resume.instant_accept_msg	The server is now up.
msg.command.resume.not_scheduled	Restart is not scheduled or is in progress.
msg.command.resume.scheduled	{0} seconds before server restart.
msg.command.server_state.info0	Currently connected: {0}/{1}.
msg.command.server_state.info1	Currently connected (including NPCs): {0}.\nConnected clients: {1}.\n
msg.command.sets_dungeon_max.changed	Dungeon limit changed from {0} to {1}.\n
msg.command.sets_dungeon_max.state	Current dungeons: {0}/{1}.
msg.command.shutdown.cancel_msg	Shutdown canceled.
msg.command.shutdown.invalid_timeopt	Entered time is not correct. Please confirm -t.
msg.command.shutdown.success_msg	Server shut down.
msg.command.stats.conn_info	Currently connected: {0}/{1}.
msg.stats.server_info	Connected to {0} clients.\nNumber of characters (including NPCs): {1}.\nGenerated dungeons: {2}.\nMessage queue: {3}.\nTotal message queue: {4}.\nThreads: {5}.\nMemory: {6}MB.\nPaging file size: {7}MB.\nCPU: {8}%.\nOverall CPU usage: {9}%.\nInput/output speed: {10}，{11}.
msg.command.title.devcat_lowauth	Only devCAT employees can use the devCAT title.
msg.command.title.gm_lowauth	Only GMs can use GM titles.
msg.compensation_event.arbeit_exp_rate	Part-time experience ({0}x)
msg.compensation_event.arbeit_gold	Part-time gold ({0}x)
msg.compensation_event.content	Reward details
msg.compensation_event.end	Event ended.
msg.compensation_event.item_drop_rate	Item drop rate ({0}x)
msg.compensation_event.monster_exp_rate	Monster experience ({0}x)
msg.compensation_event.on	Event in progress.
msg.compensation_event.quest_exp_rate	Quest experience ({0}x)
msg.compensation_event.quest_gold	Quest gold ({0}x)
