ego.1	Soc
ego_eiry.171	ご主人さま、アレクシーナさんに会いに行かなきゃ！<br/>アレクシーナさんがいるのはこっちの方向ですよっ。
ego_eiry.172	ご主人さまっ、ニッカさんに会わないと！<br/>ニッカさんはキャンプで武器を売ってます。<br/>ニッカさんがいるのはこっちですよ！
ego_eiry.173	アタックを習うなら、弱いモンスターさんたちと戦ってみてください！<br/>
ego_eiry.174	弱いモンスターさんである幼い褐色マングースさんは<br/>こっちの方向にいますよっ。
ego_eiry.175	幼い褐色マングース
ego_eiry.176	メッセージウィンドウに表示されてるとおり、<br/>Ｓキーや画面下のスキルボタンを押すと<br/>スキルウィンドウが表示されますよね？<p/>そこの、アタックスキルの横にある黄色の「Get」ボタンを押すと、<br/>アタックスキルが使えるようになりますよ！<p/>
ego_eiry.177	あ！ それと、<br/>このボタンを押して表示される<br/>このウィンドウも、とっても重要なんです。<p/>
ego_eiry.178	そろそろまたニッカさんに会わないといけませんね！<br/>ニッカさんがいるのはこっちの方向ですよ、ご主人さまっ。
ego_eiry.179	ヒルブリンさんはあそこにいますよっ。<br/>ヒルブリンさんから、ポーションの使い方について<br/>教えてもらいましょう！
ego_eiry.180	アレクシーナさんがいるのはこっちの方向です。<br/>アレクシーナさんは、ご主人さまに<br/>休憩スキルを教えてくれるみたいです。<p/>休憩スキルを使えば、ちょっとずつ<br/>生命力やスタミナを回復するコトができますよ！
ego_eiry.181	わたしとの会話が終わったら、<br/>Ｓキーを押してスキルウィンドウを開いて<br/>休憩スキルを使ってみてください！<p/>休憩スキルは一度使うだけで、<br/>覚えるコトができますよっ。
ego_eiry.182	ニッカさんがいるのはこっちの方向です！<br/>ニッカさんが、戦闘の基本・アタックスキルについて<br/>お話してくれるみたいですよ。
ego_eiry.183	幼い褐色マングースさんはこっちの方向にいます。
ego_eiry.184	幼い褐色マングース
ego_eiry.185	ニッカさんに報告しに行かないと。ご主人さま！<br/>こっちに行ってくださいね。
ego_eiry.186	ニッカさんがいるのはこっちです。<br/>動物さんを狩ってきて欲しいみたいですよ。
ego_eiry.187	幼い大耳ツチブタさんはこっちの方向にいます！
ego_eiry.188	幼い大耳ツチブタ
ego_eiry.189	ニッカさんに報告しに行かないと。ご主人さま！<br/>こっちに行ってくださいね。
ego_eiry.190	アレクシーナさんがご主人さまを探してます。<br/>魔法についてお話してくれるみたいですよ！<br/>こっちの方向に行ってくださいっ。<p/>
ego_eiry.191	話を聞いて魔法を習いたくなったら、<br/>ヒルブリンさんのトコに行って<br/>本を買って読んでみるといいですよ。<p/>でも、魔法って、覚えるのにお金もかなりかかるし、<br/>必ず戦闘に必要になるワケじゃないので、<br/>後でゆっくり習っても大丈夫ですよ？ ご主人さま。
ego_eiry.192	エフィーさんはこっちですよ、ご主人さま！
ego_eiry.193	キャンプ近くの木を伐採用斧を持ってクリックすると、<br/>薪が採れます！
ego_eiry.194	伐採用斧を手に持って、<br/>近くの木にマウスカーソルを合わせてみてください！<p/><image  local='true' name='npctalk_makefirewood' width='315' height='200'/>カーソルが斧の形になったら、<br/>薪を採れる木だってコトになります。<br/>クリックすると、薪が採れますよ！<p/><image  local='true' name='npctalk_makefirewood' width='315' height='200'/>薪は1本の木から約5本採れます。<br/>薪が採れなくなったら、<br/>ちょっと時間を置いてまたクリックするか<br/>他の木を探してみてくださいっ。<p/>こんなカンジで薪を5本集めたら、<br/>またエフィーさんに話しかけると<br/>クエストが完了しますよ！<p/>
ego_eiry.195	エフィーさんがご主人さまを探してるみたいです。<br/>エフィーさんはこっちにいますよ、ご主人さま！
ego_eiry.196	キャンプ近くの箱をクリックして叩くと<br/>たまーに釘が手に入ります！
ego_eiry.197	村にある街灯や立て札、<br/>建物のまわりの看板や箱とかに<br/>マウスカーソルを合わせると、<br/>図のようにカーソルが拳の形に変わりますっ。<p/>
ego_eiry.198	このときクリックすると、<br/>その物体を叩くコトができちゃいます！<br/>ずーっと打ってると、<br/>ときどきアイテムが落ちてきますよ。<p/>
ego_eiry.199	わたしを持って叩いても、<br/>わたしの耐久度は落ちません！<br/>なのでご主人さま。スタミナが無くなるまで、<br/>遠慮なく、ドンドン叩いてみてください！<p/>
ego_eiry.200	木を叩いてると、<br/>たまーに木の実が落ちるコトもあります。<br/>お腹が空いたら木の実を食べると<br/>お腹がいっぱいになりますよっ。<p/>
ego_eiry.201	エフィーさんがご主人さまを探してるみたいです。<br/>エフィーさんはこっちにいますよ、ご主人さま！
ego_eiry.202	ヒルブリンさんに会わないと！<br/>ヒルブリンさんはあそこにいますよっ。
ego_eiry.203	こっちの方向に羊さんたちがいると思うので、探してみてください。<br/>羊さんが見つかったら、採集用ナイフを持って羊さんをクリックすると！<br/>羊毛を刈れますよ！<br/>羊さんが止まったらすぐクリックして、刈りはじめてくださいね！
ego_eiry.204	羊毛はわたしの宿ってる剣でも刈れちゃいます！<br/>それか、鍛冶屋さんで売ってる採集用ナイフでも良いですよ。<p/><image name='npctalk_nora_howtowool'/>剣かナイフを持って羊さんに近づいたあと、<br/>羊さんにマウスカーソルをあてると<br/>図のようにカーソルが変わります。<p/><image name='npctalk_nora_howtowool'/>この状態で羊さんをクリックすると<br/>羊毛を刈れますよ！<br/>羊さんが動くと刈れないので<br/>羊さんが止まったらすぐ刈りはじめてくださいね！<p/>
ego_eiry.205	羊毛を5個、インベントリに入れたまま<br/>ヒルブリンさんに話しかけてください、ご主人さま。<br/>ヒルブリンさんはこっちにいますよ。
ego_eiry.206	インベントリに小さい水瓶の形をした祝福ポーションがありませんか？<br/>見つかったら、それを右クリックして使用するを選んでください！<p/>アイテム選択ウィンドウが表示されたら、<br/>祝福したい装備を選んでくださいね。<br/>祝福された装備は、行動不能になったトキに、<br/>失くしにくくなるんですよ！
ego_eiry.207	アレクシーナさんはこっちの方向にいます。<br/>遺跡をスケッチする際は画用紙が必要なので、<br/>今もらった画用紙を捨てないでくださいね、ご主人さま。
ego_eiry.208	こっちに行くと、アレクシーナさんが言っていたその柱を見つけるコトができます。
